Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Details,Invoice Details,Supplier Name,Supplier Part No,Supplier Price,Supplier 2 Name,Supplier 2 Part No,Supplier 2 Price,Supplier 3 Name,Supplier 3 Part No,Supplier 3 Price,Supplier 4 Name,Supplier 4 Part No,Supplier 4 Price,Supplier 5 Name,Supplier 5 Part No,Supplier 5 Price
Hong Hong Adult Beef Chunk ចំណីសើម,8859160402368,code128,,Food,pcs,pcs,pcs,0.38,1.25,,,,8859160402368.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Hong Adult Lamb ចំណីសើម,8859160402375,code128,,Food,pcs,pcs,pcs,0.31,1.25,,,,8859160402375.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Hong Adult Chicken&Liver ចំណីសើម,8859160402382,code128,,Food,pcs,pcs,pcs,0.31,1.25,,,,8859160402382.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Hong Adult Chicken Vegetable ចំណីសើម,8859160402399,code128,,Food,pcs,pcs,pcs,0.6,1.25,,,,8859160402399.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Hong Adult Beef&Liver ចំណីសើម,8859160402405,code128,,Food,pcs,pcs,pcs,0.38,1.25,,,,8859160402405.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Hong Adult Chicken Liver ចំណីសើម,8859160402412,code128,,Food,pcs,pcs,pcs,0.38,1.25,,,,8859160402412.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nekko Kitten Tuna in Gravy,8859160402641,code128,,Food,pcs,pcs,pcs,0.41,0.7,,,,8859160402641.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nekko Kitten Tuna Salmon Gravy,8859160402658,code128,,Food,pcs,pcs,pcs,0.42,0.7,,,,8859160402658.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nekko Kitten Tuna Chicken,8859160402665,code128,,Food,pcs,pcs,pcs,0.42,0.7,,,,8859160402665.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Puppy Beef ចំណីសើម,8859160402672,code128,,Food,pcs,pcs,pcs,0.54,1.25,,,,8859160402672.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Puppy Chicken Salmon ចំណីសើម,8859160402689,code128,,Food,pcs,pcs,pcs,0.54,1.25,,,,8859160402689.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Adult Beef ចំណីសើម,8859160402696,code128,,Food,pcs,pcs,pcs,0.54,1.25,,,,8859160402696.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Adult Chicken Salmon ចំណីសើម,8859160402702,code128,,Food,pcs,pcs,pcs,0.54,1.25,,,,8859160402702.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Adult Lamb ចំណីសើម,8859160402719,code128,,Food,pcs,pcs,pcs,0.58,1.25,,,,8859160402719.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Adult Chicken Salmon ចំណីសើម,8859160402733,code128,,Food,pcs,pcs,pcs,0.54,1.25,,,,8859160402733.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Canned Food Chicken Vegetable,8859160402788,code128,,Food,pcs,pcs,pcs,1.1,1.5,,,,8859160402788.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Canned Food Beef Chicken,8859160402818,code128,,Food,pcs,pcs,pcs,1.1,1.5,,,,8859160402818.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules Canned Food Beef Salmon Vegetable,8859160402832,code128,,Food,pcs,pcs,pcs,1.1,1.5,,,,8859160402832.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nekko Love Mix 400g Indoor,8859160402849,code128,,Food,pcs,pcs,pcs,2.5,3.5,,,,8859160402849.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nekko Love Mix 1.2kg Indoor,8859160402856,code128,,Food,pcs,pcs,pcs,6.1,6.5,,,,8859160402856.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
