Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Details,Invoice Details,Supplier Name,Supplier Part No,Supplier Price,Supplier 2 Name,Supplier 2 Part No,Supplier 2 Price,Supplier 3 Name,Supplier 3 Part No,Supplier 3 Price,Supplier 4 Name,Supplier 4 Part No,Supplier 4 Price,Supplier 5 Name,Supplier 5 Part No,Supplier 5 Price
#1 អាវ Mario​​​ 1kg,C71636,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2 អាវ Mario​​​ 1-2kg,C71637,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#3 អាវ Mario​​​ 2-3kg,C71638,code128,,Cloth,pcs,pcs,pcs,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#4 អាវ Mario​​​ 3-4kg,C71639,code128,,Cloth,pcs,pcs,pcs,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#5 អាវ Mario​​​ 4-5kg,C71640,code128,,Cloth,pcs,pcs,pcs,1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#6 អាវ Mario​​​ 5-6kg,C71641,code128,,Cloth,pcs,pcs,pcs,1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#7 អាវ Mario​​​ 6-7kg,C71642,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#8 អាវ Mario​​​ 7-10kg,C71643,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#9 អាវ Mario​​​ 11-13kg,C71644,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#10 អាវ Mario​​​ 14-22kg,C71645,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11 អាវ Mario​​​ 23-25kg,C71646,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#12 អាវ Mario​​​ 25-35kg,C71647,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1 អាវ KFC 1kg,C71648,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2 អាវ KFC 1-2kg,C71649,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#3 អាវ KFC 2-3kg,C71650,code128,,Cloth,pcs,pcs,pcs,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#4 អាវ KFC 3-4kg,C71651,code128,,Cloth,pcs,pcs,pcs,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#5 អាវ KFC 4-5kg,C71652,code128,,Cloth,pcs,pcs,pcs,1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#6 អាវ KFC 5-6kg,C71653,code128,,Cloth,pcs,pcs,pcs,1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#7 អាវ KFC​​​ 6-7kg,C71654,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#8 អាវ KFC​​​ 7-10kg,C71655,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#9 អាវ KFC​​​ 11-13kg,C71656,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#10 អាវ KFC​​​ 14-22kg,C71657,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11 អាវ KFC​​​ 23-25kg,C71658,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#12 អាវ KFC​​​ 25-35kg,C71659,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1 អាវ Burger King 1kg,C71660,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2 អាវ Burger King 1-2kg,C71661,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#3 អាវ Burger King 2-3kg,C71662,code128,,Cloth,pcs,pcs,pcs,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#4 អាវ Burger King 3-4kg,C71663,code128,,Cloth,pcs,pcs,pcs,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#5 អាវ Burger King 4-5kg,C71664,code128,,Cloth,pcs,pcs,pcs,1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#6 អាវ Burger King 5-6kg,C71665,code128,,Cloth,pcs,pcs,pcs,1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#7 អាវ Burger King​​​ 6-7kg,C71666,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#8 អាវ Burger King​​​ 7-10kg,C71667,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#9 អាវ Burger King​​​ 11-13kg,C71668,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#10 អាវ Burger King​​​ 14-22kg,C71669,code128,,Cloth,pcs,pcs,pcs,1.85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11 អាវ Burger King​​​ 23-25kg,C71670,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#12 អាវ Burger King​​​ 25-35kg,C71671,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1 អាវ Grab 1kg,C71672,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2 អាវ Grab 1-2kg,C71673,code128,,Cloth,pcs,pcs,pcs,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
