Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Details,Invoice Details,Supplier Name,Supplier Part No,Supplier Price,Supplier 2 Name,Supplier 2 Part No,Supplier 2 Price,Supplier 3 Name,Supplier 3 Part No,Supplier 3 Price,Supplier 4 Name,Supplier 4 Part No,Supplier 4 Price,Supplier 5 Name,Supplier 5 Part No,Supplier 5 Price
6XL-រ៉ូបបៃតង,6931931172778,code128,,Cloth,pcs,pcs,pcs,3.15,5,,,,6931931172778.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
7XL-រ៉ូបបៃតង,6931931172785,code128,,Cloth,pcs,pcs,pcs,3.15,5,,,,6931931172785.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
8XL-រ៉ូបបៃតង,6931931172792,code128,,Cloth,pcs,pcs,pcs,3.15,5,,,,6931931172792.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-អាវមួកតុក្កតាPooh,6931931180681,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,6931931180681.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-អាវមួកតុក្កតាPooh,6931931180704,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,6931931180704.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-អាវមួកតុក្កតាPooh,6931931180742,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,6931931180742.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-អាវមួកតុក្កតាPooh,6931931180773,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,6931931180773.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-អាវមួកតុក្កតាPooh,6931931180780,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,6931931180780.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-អាវមួកតុក្កតាPooh,6931931180810,code128,,Cloth,pcs,pcs,pcs,2.1,4,,,,6931931180810.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-អាវដៃខ្លី​ កទឹកក្រូច,6931931182289,code128,,Cloth,pcs,pcs,pcs,2.2,3.5,,,,6931931182289.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-អាវដៃខ្លី​ កទឹកក្រូច,6931931182296,code128,,Cloth,pcs,pcs,pcs,2.2,3.5,,,,6931931182296.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-អាវដៃខ្លី​ កទឹកក្រូច,6931931182302,code128,,Cloth,pcs,pcs,pcs,2.2,3.5,,,,6931931182302.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-អាវដៃខ្លី​ កទឹកក្រូច,6931931182319,code128,,Cloth,pcs,pcs,pcs,2.2,3.5,,,,6931931182319.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-អាវដៃខ្លី​ កទឹកក្រូច,6931931182326,code128,,Cloth,pcs,pcs,pcs,2.2,3.5,,,,6931931182326.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-អាវដៃខ្លី​ កទឹកក្រូច,6931931182333,code128,,Cloth,pcs,pcs,pcs,2.2,3.5,,,,6931931182333.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-អាវដៃពងជីងចក់លឿង,6931931190697,code128,,Cloth,pcs,pcs,pcs,2.12,3.5,,,,6931931190697.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-អាវដៃពងជីងចក់លឿង,6931931190703,code128,,Cloth,pcs,pcs,pcs,2.12,3.5,,,,6931931190703.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-អាវដៃពងជីងចក់លឿង,6931931190710,code128,,Cloth,pcs,pcs,pcs,2.12,3.5,,,,6931931190710.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-អាវដៃពងជីងចក់លឿង,6931931190727,code128,,Cloth,pcs,pcs,pcs,2.12,3.5,,,,6931931190727.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-អាវដៃពងជីងចក់លឿង,6931931190734,code128,,Cloth,pcs,pcs,pcs,2.12,3.5,,,,6931931190734.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-អាវដៃពងជីងចក់លឿង,6931931190741,code128,,Cloth,pcs,pcs,pcs,2.12,3.5,,,,6931931190741.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL: អាវពងជីងចក់,6931931194077,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194077.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL: អាវពងជីងចក់លឿង,6931931194084,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194084.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L: អាវពងជីងចក់លឿង,6931931194091,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194091.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M: អាវពងជីងចក់លឿង,6931931194107,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194107.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S: អាវពងជីងចក់លឿង,6931931194114,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194114.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS: អាវពងជីងចក់លឿង,6931931194121,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194121.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L: អាវពងជីងចក់ផ្កាឈូក,6931931194152,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194152.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M: អាវពងជីងចក់ផ្កាឈូក,6931931194169,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194169.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S: អាវពងជីងចក់ផ្កាឈូក,6931931194176,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194176.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS: អាវពងជីងចក់ផ្កាឈូក,6931931194183,code128,,Cloth,pcs,pcs,pcs,2.6,4.5,,,,6931931194183.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-ឈុតមានជើង,6931931196484,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196484.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-ឈុតមានជើង,6931931196491,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196491.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-ឈុតមានជើង,6931931196507,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196507.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-ឈុតមានជើង,6931931196514,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196514.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-ឈុតមានជើង,6931931196521,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196521.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-ឈុតមានជើង,6931931196538,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196538.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-ឈុតមានជើង,6931931196545,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196545.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-ឈុតមានជើង,6931931196552,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196552.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
